;date;feature_1_matrix_close_ewma_span_1_days_vs_close_ewma_span_2_days;feature_2_matrix_close_ewma_span_1_days_vs_close_ewma_span_3_days;feature_3_matrix_close_ewma_span_1_days_vs_close_ewma_span_5_days;feature_4_matrix_close_ewma_span_2_days_vs_close_ewma_span_3_days;feature_5_matrix_close_ewma_span_2_days_vs_close_ewma_span_5_days;feature_6_matrix_close_ewma_span_3_days_vs_close_ewma_span_5_days;distance
0;2015-08-26;0.5530120804905891;0.3167243907228112;-0.5472778808325529;-0.2349881688132882;-1.0942386463284492;-0.8612743578851223;0.2006714541153801
1;2017-01-23;0.4476622212678194;0.34548419062048197;-0.732465973123908;-0.10172262554988265;-1.1748687364161015;-1.0742388665676117;0.19150964541753226
2;2018-12-18;0.5167901515960693;0.23238433059304953;-0.6321042310446501;-0.2829435979947448;-1.1429875157773495;-0.8624843321740627;0.11862385606144286
3;2020-03-11;0.32130503095686436;0.09416218381375074;-0.718227680772543;-0.2264153677970171;-1.0362033732235432;-0.8116256445646286;0.2158969463446372
4;2021-02-01;0.3988947253674269;0.07510572322644293;-0.8073697797954082;-0.32250257208943367;-1.2014718726277351;-0.8818131871521473;0.14134812625953092
5;2021-02-26;0.2981174038723111;0.017607311019673944;-0.8364214561879635;-0.27967633213847876;-1.131166610866785;-0.8538783527910709;0.22473172013657455
6;2021-05-14;0.3316179383546114;0.08165891049429774;-0.7522967644035816;-0.24913286324590445;-1.080332137644291;-0.8332752622663975;0.18758148499828575
7;2022-04-25;0.5335919559001923;0.23892391473054886;-0.8276984095573425;-0.29310407117009163;-1.354065164923668;-1.064079999923706;0.14275017325671469
8;2024-04-16;0.29315988067537546;0.013957587361801416;-0.8085217326879501;-0.2783861942589283;-1.0984613560140133;-0.8223644457757473;0.23264891891031955
9;2024-09-09;0.474172318354249;0.2561716362833977;-0.6432107649743557;-0.21697187330573797;-1.1121097952127457;-0.8970842696726322;0.12434410585600904
